movie_name,review,rating
Everything Everywhere All at Once (2022),"I watch and re-watch a lot of movies per year as a hobby (no money involved), and today I have 9988 reviews in IMDb. Last month, I received an email from IMDb listing ""Everything Everywhere All at Once"" as one of the Top-10 movies of 2022. In IMDb, it is informed that this flick is nominated for 10 BAFTA Awards, 240 wins and 351 nominations. I can only understand that this is a heard behavior to the promotion of studio, using ""professional critics"" and press to promote such a garbage. I cannot envision a normal being, without financial interest or being manipulated by critics, to enjoy this crap. It seems to be a bad trip of the writers turned into a movie by insane productors. In the end, this film is 2h 19 min of complete waste of time. My vote is one (awful).Title (Brail): ""Tudo em Todo Lugar ao Mesmo Tempo"" (""Everything Everywhere All at Once"")",1/10
Everything Everywhere All at Once (2022),"Visual Orgy of Visual Metaphors That Get Old Well Before Film Ends. So disappointing, and the film doesn't live up to the hype. First half has some engaging moments, where it could have wrapped up without ""explaining"" what we already knew. I don't need a primer to explain the content and themes of a film thank you very much.Could of been so much better, but film fails to rely upon the intricate visuals so painstakingly laid out, deciding we needed explanation of the filmmakers' intent instead. Such a hedge essentially ruined this film - it is awkward and runs about 45 minutes too long. Nice effort visually - my rating id higher than I feel it should be, but the visuals were often witty, so...5.Overall, I had to force myself to see entire film, and it was painful. I feel cheated out of ""what could have been."" Perhaps one Director would have made a difference. Don't know. Won't ever know. It's a self-indulgent mess. 💣",5/10
Everything Everywhere All at Once (2022),"Well, where to start? I'm going to try to be fair with my review but quite honestly, it's going to be difficult not to be flippant. The film is currently a Top 250 IMDb picture with an 8.2 rating, and rarely do I stray too far from the generally considered opinion, but this was just a chore to sit through. Not only that, but if you fell asleep for any length of time before it was over it wouldn't have made any difference at all, you wouldn't have missed a beat. In fact, the first time I saw 'The End' pop up on screen, it would have been okay with me.What I can say perhaps in defense of the film is that it truly lives up to its name because it does try to be everything, everywhere, all at once. For me, not a good thing. It was as if you took any number of random ideas and concepts and threw them into a blender to see what came out. For example, green eggs and ham, Topo Gigio, e=mc squared, pineapple pizza, and squirrel nut zippers. See how easy it is? I can't tell you how many times I said to myself, 'Please God, let this be over'.I guess I'd have to give credit to the film makers at least for an ambitious editing job with the picture's all too frequent scene changes and skip jumps from one thing to another. But I can't help but feel that the sentimental ending was supposed to help you forget what you just went through. And oddly enough, I was able to follow the main story line well enough, but it took forever to make its point, which if I had to summarize, would be:Be kind - even if my review isn't.",4/10
Everything Everywhere All at Once (2022),"This one is a meh film, someone's alternate idea of multi-verse sci-fi and ""how do we script things to get Michelle Yeoh doing martial arts again"" ? A long, long way to push a theme about LGBT acceptance. The anal plugs and dildos were just odd and a strange inclusion. Some of the characters were outright annoying such as the daughter and the various minions. The hubby was OK as he smoothly switched personalities. Good old James Hong still with us, always recall him as ""hey that guy..."". Jamie Lee Curtis is fine as the IRS Auditor hamming it up. And Yeoh going through the paces, looks like a bit of a payday for her. All in all certainly not one of the better films of the year.",5/10
Everything Everywhere All at Once (2022),"Everything Everywhere All At Once is even crazier than the trailer would lead one to believe. It's bursting with so many original, weird concepts and ideas that no serious storyteller in their right mind would ever dare to put in their movie. But Daniels did. And it works with spectacularly effective results.These filmmakers choose not only to put every bizarre idea they could think of into their movie, but they ensure that every oddity adds something to the thought-provoking, emotionally resonant themes that pervade the story. So many angles can be explored surrounding this story of emotional connection and the things that distract from it.As Evelyn connects with her alternate selves and alternate relatives, there is both envy of and pity toward them that is explored. It's such a cathartic experience to watch this woman discover what she truly wants from life and loves about her life.All of the beautiful themes and heartwarming character moments are just the tip of the iceberg here, though. This is one of the funniest movies I have ever seen.The Daniels lean into the absurdity of the world that they have created, always reaching for the most outlandish possibilities and never playing it safe. It makes for some truly outstanding visual gags that will never leave my mind., and it makes for the most unique viewing experience I have ever had in my life.This is a masterpiece of originality. There is not, nor will there ever be, a film quite like this one. And I cannot wait to watch it again and again and again.",10/10
Everything Everywhere All at Once (2022),"In what universe is a film starring Jamie Lee Curtis with hotdogs for fingers considered Oscar-worthy? The answer to that question seems to be 'this one', Everything Everywhere All At Once having been nominated in eleven categories at the 2023 Academy Awards. I'm beginning to wonder if I've somehow slipped into an alternate reality where a film's worth is measured by how quirky, irritating and baffling it is.I believe that this film's success is down to viewers not wanting to admit that they don't 'get' it - ""It's A24, and that means it's intellectual, and if I say I don't understand it everyone will think I am stupid"". Well I think you're stupid for playing along.So what's the film about? Well, Michelle Yeoh plays laundromat owner Evelyn Wang, who discovers that the universe is made up of infinite parallel realities, each one different, and that an evil force is attempting to... ah, who am I kidding? I can't sum up this film. I tried to follow the plot, but there's so much random crap crammed into the excruciatingly tedious 139 minutes, all edited so as to induce a migraine, that I soon found myself struggling, not just to understand the plot, but to stay watching till the end.I get that the film is attempting to say something profound about life -- being happy with the choices that we have made, having no regrets, and accepting others for who they are -- but it's hard to give a toss about any of that when faced with such relentless codswallop.Rant over, I'm off to try and find a universe where this film doesn't exist.",1/10
Everything Everywhere All at Once (2022),I get the movie but why is it every time a strange movie gets high ratings.. I think it's because most people don't understand it yet they don't want to look stupid by saying they don't. Watch the movie when it's free but don't waste $20 to see it or you'll be deeply disappointed.,6/10
Everything Everywhere All at Once (2022),"This was a long and unnecessarily complex film to get you the message that life and people are messy and you should accept them for who they are. I would have preferred a more straightforward story telling and I could have done without all of the body humor...putting things forcibly in one's anus, ball gag humor, hot dog fingers, eating buggers, etc. I didn't even find that type of humor amusing as a child.The only scene I even remotely enjoyed in this film was the straightforward scene towards the end of the film when Evelyn and Waymond are not together and he explains that he knows she thinks he is weak, but he is fighting in a different way, with kindness. That short but sweet moment is in my opinion, the only redeeming aspect of this film.I have heard some reviewers rave about how this was like the best acid trip...I can't comment on that since I have never done acid and I have no intention of ever trying it, especially since as a healthcare worker I know and understand the very real dangers of doing acid. I will say that I do not watch films to experience an acid trip, I watch films to be entertained and preferably with a good story.This story essentially boils down to a struggling small business owner (laundromat), is being audited by the IRS, not having a good relationship with her husband who has decided to ask for a divorce hoping to just get her to talk about their marriage, and she has a struggling gay daughter who she is avoiding telling her father who didn't accept her marital decision about. Suddenly ta-da, she discovers that there are all these other universes that are populated with other versions of her that made different choices...like didn't marry her husband and didn't move to America. Also, she is the only person uniquely qualified to save this multiverse by tapping into skills from other universes versions. And she is saving it from the big bad who turns out to be her daughter who she created....and her ""everything bagel"".I'd say it was ridiculous, but not once did I laugh and I kind of agree with the viewers who said when they saw ""the end"" on the screen for the first time that would have been happy if that was truly the end.I am sorry. I love both Michelle Yeoh AND Jamie Lee Curtis and would really like to support films anchored by strong female characters...but this film isn't one I can get behind. (Although the message, about being kind and accepting...l am 100% behind! If you can choose to do one thing, be kind is my motto.) Along that line, I think it would be kind to recommend a different film with a ""be kind"" message...how about ""It's a Wonderful Life"".",1/10
Everything Everywhere All at Once (2022),"This maybe the worst movie experience I've had in a theatre in long long time. I really can't remember the last time I watched a movie until the end and feeling utterly dejected without walking out--the closest is one of the more recent superhero movies (Avengers). Both titles have received high praise both from critics as well as audiences--but I did not connect with either of them. Clearly I am not the target-audience--I have little patience for films that claim to be ""smart"" by the sheer amount of confusion they cause--but a movie hailed by many as ""nearly perfect"" is hardly watchable.For most of the first 30 min, I felt assaulted by the sheer barrage of sounds and visuals which made very little coherent sense. I was wrong. In the next two hours, the film showed me I was an idiot--the first 30 min was the better part actually. As the movie went on, my sense of assault and confusion only increased. I constantly asked myself, ""when would this end?""",1/10
Everything Everywhere All at Once (2022),"Beautifully filmed and everyone hamming it up . Started up promising but then I completely lost the plot....
I was prepared to give it a chance and watched it till the end ....urghh unbearable in parts ...couldn't wait till it finished .Yeah yeah I get the message love can be found in even the worst situations no matter how desperately bad or bleak .Michelle Yeoh great and Jamie Lee Curtis a real treat - she made it tolerable .Not for me am too old ,...or not old enough !Why do I need 600 characters to post ? Unbelievable............................................................................................................................................",3/10
Everything Everywhere All at Once (2022),"If you take drugs for the first time and imagined Jackie Chan was a female Dr. Strange in another universe this would be it. And the synopsis is basically an Asian woman trying to do her taxes. I thought the third act of the movie felt a little stretched out but otherwise I think it's the best movie I've seen all year because I haven't laughed this much in any recent one. From the short time I spent in China, it's also an accurate and hilarious view of Chinese parents 'cause they really do be like that. I can't recommend it enough, it's so chaotic and in the middle of all that managed to be heartfelt too. I thought it was gonna be a Dr Strange wannabe but it's unique on it's own and I'm glad it was released earlier so that people don't compare them. It was just four people (strangers) in the cinema, we were laughing our asses off and it made me sad because everyone deserves to see this. At a time when remakes and reboots are common place it's nice to have something like this, a breath of fresh air.",9/10
Everything Everywhere All at Once (2022),"Not the popular opinion, but this one is another disappointing multiverse outing.Unlike Dr. Strange: Multiverse of Madness, this one received overwhelming positive reviews which was the very reason for me giving this movie my time. But it turned out to be a dud. It took me to the verge of giving up after the first hour, and thought it might get better but alas not. Performance wise cheers for Michelle Yeoh and Ke Huy Quan. Other than that, it's silly and takes you on a skippable acid trip.Bottom line: Definitely not worth the hype. Watch it without any expectations and you just might like it.Watch it on Amazon Prime Video.",5/10
Everything Everywhere All at Once (2022),"This film almost unanimously received praise from both critics and audience alike. People even exaggeratedly rank it as one of the greatest films ever or the best they've ever seen. Going into this movie, my expectations were really high And I really wanted to be part of the majority who loves this movie. But unfortunately the opposite happened and I didnt like it. While I appreciate that this movie was made on a relatively small budget and managed to get some things right as it had so much potential with its strong female lead, philosophical component and some good action to move it along. But it fell really short. It is long and meandering. Visually confusing, thematically unoriginal. The first half was repetitive, boring and also quite silly. Half of the time I don't know what are they fighting for or what the heck is going on. And what was supposed to be the multiverse just felt like the characters were wearing silly different costumes. It is not until the last act that things of relevance happened. The performance from the cast was great though.",6/10
Everything Everywhere All at Once (2022),"Most of us who are mindful of the film can agree on one thing, Everything Everywhere All at Once feels like you're walking on an acid trip experience. It's an imaginary film that makes you feel like you had just swallowed a bottle of limitless pills, dopes, drugs or other substances that may similarly affect your consciousness and memories.And this movie deliversssssssssss that! Wow wow wow! Imagine if Dr Strange, Limitless, The Matrix, Click, Rick & Morty, Star Wars, Ratatouille and Manchester By the Sea combined to become a film, Everything Everywhere All at Once is the one! Now you must be wondering, how could Ratatouille and The Matrix complement each other to be in the same movie? 🤣🤣🤣 This question should be THE reason you should go support this film now in cinemas!Produced by A24, an independent film company, I was surprised at how they have pulled this off. Half of the film is located at an office, which is understandable considering A24 produces low or semi-budget films. But it's such a wonder how this movie could be so good with only so few places the movie took place for the first hour. What's even better is EEAAO occurred within closed and overcrowded spaces that may slightly trigger people experiencing ADHD, hypersensitivity and claustrophobia, pushing the film into maximum impact.This film is filled with action-packed sequences that will blow you brains out! It's fun, exhilarating, creative, hilarious and never-been-done-before! Adding up with the out-of-the-world concept and unique storyline, every fighting scene seems appropriately done and even if there's just so many styles and tones of scenes coming out from the screen, fitting is the right word to describe them.EEAAO seems like any other movie at the beginning but when all hell breaks loose, the story becomes increasingly complex as it explains the world revolving around the central character, propelling the plot into motion. Meticulously explained, the narrative manages to be exciting and outrageously wild but reasonable within its own multiverse contexts.Michelle Yeoh, our Malaysian actress 👏🏻👏🏻👏🏻, is excellent in this, proving that she's fluid in bringing out the best of her multiple character(s). Complicated as it is, she knew what kind of project she's doing and it just shows how dedicated she is at acting. It's not easy to play her role and it's definitely not easy to create multiple personas interconnected by different universes and dimensions, with separate storylines, all destined to have the same fate. This is an Oscar-worthy performance, and whether or not if Yeoh got nominated lies on the decision if the Oscar recognizes speculative fiction as a genre acceptable to compete with other highly-appraisal films.There were many genuinely laugh-out-loud moments throughout, NOT the one where you're forced to laugh just because everyone is laughing to avoid the awkwardness surrounding the audience in the hall, but the one that it's just funny you're having a truly good time. The script and performance help to amplify the comedic moment but the most special thing is that it's aware of its VFX effects and the team knows how to level up/down the intensity and realness of the CGI. How so? The CGI is very good, but there are times that the CGI is made to be purposely bad, like you're watching a short film by a bunch of ambitious varsity students, and it works! It works because everyone in the theater was laughing, it clicks just right with the moments and scenes you're watching. You'll laugh at how bad it is in a good way!If there's one dislike from this film is that it's gonna be a tough watch for some people. Like mentioned earlier, those with ADHD and hypersensitivity may be triggered with the intensity of this film. Also, the storyline is difficult for some to digest due to its complexity of its universe-building. The film is promoted as being light and fun but...EEAAO is weighty, dark, bizarre and surreal, only those who have what it takes can appropriately understand the building block storytelling.Verdict: Mind-bending and mind-blowing, Everything Everywhere All at Once masters its building block storytelling that feels like an acid trip worth experiencing and that experience... can only be felt once in a lifetime. We're only in March but without a doubt, this is already the best film of the year! Sorry, summer blockbuster movies!",9/10
Everything Everywhere All at Once (2022),"It was everything everywhere all at once. Sometimes too many things, too many places at once and you can get lost, but it helps to focus on things.Obviously, the amazing Michelle Yeoh is one thing to focus on. The whole reason I myself came to see this flick in the first place. Much as this movie gives you to absorb it was easy to keep my eyes on the beautiful Yeoh.Oh, and the kid from Indiana Jones and the Temple of Doom is in this flick. He's older odiously but he still sounds like the kid form The Goonies. How lucky he was he got to play Yeoh's baby daddy in this joint.Last and definitely not least it was good to see James Wong in this film. You could tell they most likely made some filming adjustments to assure the 90 something year old actor can do the role but that's what you do when you have legends do your flick.Speaking of legends, almost forgot about Jamie lee Curtis who seem like she was having fun in her role.The fact that this movie is about a multiverse I low key was expecting a multiverse connection between who Yeoh plays in this movie, and her character in Shang shi. That would have been cool.It's interesting that this like the third movie that came out in March that's about the mommy daughter relationship between Asian women. What's even more interesting is how they go in order. Turning Red is about a 13-year-old and Her mom, Umma is about an 18-year-old and her mom and the girl playing Yeoh's daughter looks like she's possibly in her early 20s. Don't know when this became a hot plot in movies, but I will admit I prefer how the story lays out here (but only because I relate more to an Asian woman in her 20s over a middle schooler)The music in this film is great. The movie was filmed in the context that the story is about a laundromat owner in her mid-life dealing with where she came from and where she's going, but the music actually fits perfectly into the ideal of this woman being the key to saving the multiverse and it made for a lot of the entertainment. Just these big orchestra cues that make it sound like I'm watching Dune contradicting, the image of Yeoh being a worn-out blue-collar mom. Spectacular!I say it's good. It's all over the place and it can be a handle to process, but it has a good cast to concentrate on.",9/10
Everything Everywhere All at Once (2022),"All the other reviewers have said it.Dialogue: superficial, pretentious, ludicrous, trying to sound wise and philosophical but failing miserably.Acting: ok but sometimes felt like a lot of mindless reading of lousy dialogue (see above).Comedy: childish and doesn't make any sense 90% of the time.Story: going around in circles and getting nowhere. More plot holes than a sieve.Premise: done and done and over done. Some say take it lightly, but how can we when they are so serious about relationships and quantum mechanics and the universe, while in the next breath they don't seem to understand how evolution works or how sausages are made. Like I say, poppycock.A friend of mine said it has a nice message about mental health and depression. What a very subtle way to tell a story. Give the director an Oscar for most lurid movie ever. If this was a cartoon or anime or whatever you wanna call it, I'd give it a 4 for effort. But as it is, it doesn't deserve more than 2 stars.",1/10
Everything Everywhere All at Once (2022),"It's been a long time since i felt this way watching a film and wanting it just to end, This is a perfect example of how a good idea can turn into a waste. I really wanted to like this film but unfortunately i felt frustrated, irritated, disgusted and bored all at once.",4/10
Everything Everywhere All at Once (2022),"Rarely does a movie hit me hard and I go along for the ride. Every moment has a spectacle to it. Even the simplicity of having your taxes done. Often silly, mostly confusing but entirely entertaining. It was great to see Short Round back on the big screen with a very glamoured down Michelle Yeoh as a married couple on the brink of fracturing a family unit.The story is of, Evelyn, a woman who has never really committed to much in life. She has many interest but many where she isn't fully invested in. In this case, her family lives above the laundromat that is failing. They are being audited, but yet she has big dreams to expand her enterprise. Her husband (the fore mentioned Ke Huy Quan) Waymond, is a kindly follower and believer of his wife who seems to focus more on the bad than the good. Pessimist, if we are to be formal. It is the Chinese New Year, and many people are invited to celebrate with this family, including a Grand-Father who is labeled as a man set in his ways and wouldn't understand the same-sex relationship of his grandaughter Joy (Stephanie Hsu). What follows is a grand adventure, first at the IRS building (of all places) and eventually to distant alternate universes to which shows her the way her life may have gone had certain things didn't take place. I absolutely loved the fact that Jamie Lee Curtis plays the uptight auditor, who seems perfectly fine in the core universe to which all revolve around. Evelyn, on the other hand, taps into her other universes to gather the skills needed to fight a fracture in the timelines that sneak into her mundane life.Yes, there is a message here. And...to be honest, it nearly derails the film itself. But it was required to tie in the meaning of everything that is going on. That we are made of experiences of every universe that exists out there (if you believe in metaphysics) and that they road you didn't take, through gained experiences, with some that even was more enticing then the present one, means we would never have known our other lives. Children wouldn't be born, love would be lost, relationships move on. It is the grand question of whether or not if we got a glimpse of that road we didn't take, would it all mean anything. In this case, I say it almost derails because the universes effect one another. And in this story, it even bridges them. Which to some, may feel like a cheat. However, the fact that I even ask this question makes it a vastly interesting story. That is for you to decide.The movie is exciting, vibrant, energetic and feels absolutely unique. It allows the viewer to slowly tie the ends together, and perhaps sometimes gets too far ahead. But doesn't let you lose yourself too much. What it isn't is boring. It is captivating and fresh. And, look, who can hate a scene of people being beaten with rubber phalluses?That said, it is one of the most interesting movies of 2022 and hopefully stays in the minds of awards in the future. Because it deserves a bigger audience. These are the types of fun, philosophical questions buoyed by comedy that we need.I go back to Ke Huy Quan. This guy can do funny and also bring a tug to your heart so easily. It's so hard to imagine him as the little boy from ""Indiana Jones And The Temple Of Doom"" because, here he shows so much range. His natural charm is shown through his love for Evelyn. He seems to be suffering through a fracture himself. He plays many roles here as well. Because, in many universes in life, the theory here may be that we will run into people we are meant to run into regardless of choices. That's a very romanticized view on the universe.Kudos to The Daniels for their talent and joy of cinema. It would not surprise me if they helm a larger film in the future. Perhaps they can re-vamp a comic book franchise into something much more unique.Thank you for this movie.",9/10
Everything Everywhere All at Once (2022),"First of all if you have seen this film and loved it I am sorry. I'm not dissing you, everyone has their fave things. And I'm sure some found this to be a great film.However, I tried 3 times to watch it before I finally understood what was going on. Once I did, I realised why it had taken 3 times. Basically, it's a crap film.Let me explain why it's crap.Firstly you have no clue what's coming but a couple of middle aged Chinese taking their laundry receipts to the IRS to face a bulldoggish middle aged woman who makes uninteresting speeches about their receipts is NOT interesting. Neither is the fast talk in the elevator which still does not really explain anything and I found it to be confusing.Then what is all that about a divorce? Are they divorcing? Why? What has this to do with the film?Then suddenly the security come and her husband turns into a King Fu killer taking them all down with a scarf, before IRS lady staples something (unknown) to her head and attacks them. All the while phone earpieces that glow green are chucked about and laundry woman goes is seemingly magically transported from place to place, talking about her dog and her IRS bill and her divorce.Utter, rubbish. Pure and perfect trash. I was actually irritable at not being able to see what everyone is banging on about. It's not a great film, it's an awful one. I'm sure it will end up a cult film as the worst films usually do.Please do not waste any of your life on it like I did.",2/10
Im Westen nichts Neues (2022),"All Quite on the Western Front is depressing, tense, moving and a frustrating reminder of how useless war is. The cinematography, performances, battle sequences sound design are all top notch. I do feel as if the movie became a little too scattered before the big battle halfway through the movie, and could have done a better job developing characters. It's a minor complaint but you will feel the runtime of the movie during certain points.One scene that will stay with me for a long time was the sequence in the crater. I was a complete and utter mess during that whole sequence. Seeing Paul gain his humanity back for the fallen soldier absolutely broke me.All Quite on the Western front may not saying anything new about war, but it's a relevant-sobering reminder of the futility of war. One that will stay with you long after the credits roll.",8/10
Im Westen nichts Neues (2022),"This is not strictly-speaking an adaption of Erich Maria Remarque's classic. A few minor incidents from the novel are included, but Remarque's biggest contribution to this film is the title. Given the ending of the film (as opposed to the book) the title is somewhat misleading, but it's such a classic that the film-makers' decision is quite understandable.This is a brutal and uncompromising study of the realities of war. The fact the the war depicted took place more than a hundred years ago doesn't make it any less relevant. It could be shown in Ukraine today, and soldiers on both sides would understand.Nor is the film's anti-war message terribly new. It is, however, a message that needs to be repeated over and over again, until (maybe) enough people take it seriously.The battle scenes are appallingly visceral - possibly the best of their type since the opening of Saving Private Ryan.The history of any war is written by the winners, but that doesn't stop them being a tragedy for the poor grunts on the losing side as well.",9/10
Im Westen nichts Neues (2022),"This movie did something I didn't expect from a World War movie...it makes you feel empathetic for the Germans. To an extent.I'm no war buff so I'll leave the realism to the experts but what this movie does is show you the first World War from the view point of people who've never experienced or even conceived of war and bloodshed on this scale. It starts off with new recruits full of patriotism for their country expecting to be sent on a grand adventure only to have those expectations quickly shattered. Turns out war isn't fun, and not even initially due to the actual fighting. Just training and constantly being screamed at and controlled while marching your days away is brutal. Remember, while vehicles existed, they weren't common use at this period of time...these soldiers had to walk, walk, and walk some more to get to where the war effort was taking place. And even if they had vehicles most of those places didn't have roads yet to drive them on. Then there's the constant lack of food and water, rough sleeping conditions, being exposed to the elements. Just GETTING to the war is brutal. That's a good 3rd of the movie right there.Then close to the half way point, after a few minor skirmishes, we see the war front and the trenches and get to see what that's like. Well...it's terrible! You pop up out of a trench and boom...you're shot. And that's just life in between charges. There was no strategy to the charges either, they relied on waves of bodies to gain even 100 meters, hoping to out pace the bullets constantly coming your way. Millions of young men died in this fashion, their bodies littering the field.The most brutal part of the film is the weapons of war never before seen. Tanks, flame throwers, planes dropping bombs. Men screaming in pure terror while the bullet proof tanks drive over them, while flames fill their trenches, or planes blow them up while they flee.And the odd thing is since we're seeing it from the eyes of the young German soldiers, who are truly clueless as to why they're really even fighting, you do empathize and feel sorry for them. You find yourself even rooting for them. This movie humanizes them but importantly shows the politicians who are truly to blame for the atrocities. The powerful men behind the scenes, bloated from being overfed on rich foods, hundreds of miles away from the pain and suffering they cause.I have no idea how accurate this movie is but it's a pretty straight forward piece showing just how awful, terrifying, and destructive this period of time was. I really enjoyed it and recommend it to any fans of this genre.",8/10
Im Westen nichts Neues (2022),"Germany, May 1917. 17-year-old Paul Baumer enthusiastically enlists in the German army and heads off to war. His head is filled with patriotism, honour, visions of heroism and the confidence that Germany will win the war. He soon learns that his impressions of war are far from the reality.Erich Maria Remarque's ""All Quiet on the Western Front"" was first published in 1929. It was quite revolutionary, depicting the horrific reality of war rather than the glamourous, sanitised version. In a sense it was the first anti-war novel. It was so unflinching in its portrayal of WW1 that the Nazi party regarded it as treasonous and had the book banned and stripped Remarque of his German citizenship, causing him to flee to Switzerland and ultimately the US.In 1930 Hollywood made the book into a movie. It was superb, capturing well the horrors that Remarque depicted in his book. It deservedly won the Oscar for Best Picture (and Best Director) in 1930.In 1979 it was adapted again, this time as a made-for-TV movie. Despite being directed by Delbert Mann and boasting a star-studded cast (Richard Thomas, Ernest Borgnine, Ian Holm, Donald Pleasance) this version was far from being in the same league as the 1930 version and didn't do the book justice. It is quite tame and the performances are quite subdued.This, the 2022 version, once again captures the essence of the book and is quite unflinching in its portrayal of war. Graphic scenes and realistic plot show the wastefulness and horror of war.Not as good as the 1930 version though: the characters aren't as fully developed, limiting engagement, and the plot feels a bit padded. A few drawn out scenes could easily have been shorter without losing any detail. Some style-over-substance elements too as the director went overboard with the special effects he had at his disposal (the French counter-attack with tanks and flamethrowers is a good example). The droning sound didn't help either (clearly the director has watched Christopher Nolan's ""Dunkirk"").",8/10
Im Westen nichts Neues (2022),"I'm really a Film Nerd and I've watched many famous and less famous war movies, too. Until this Evening, the beach-sequene and the final of Saving Private Ryan was one of the most intense experiences I've seen on the big screen.But what Berger and his teams show here is still incredible & and the most horryfying depiction of war I've ever seen before.The violence makes you feel sick, there were really some moments I thought I have to leave the cinema. Shooting, Explosions, blood, cold, wetness, Tanks, flamethrowers and inhuman suffering. Meaningless suffering.Yes, theire are some flaws in the Story, but Overall it works out fine. Music, acting and production design are phenomenal!But the violience, I still can't believe it. Go watch - afterwards you'll definetley be pacifist.8/10.",9/10
Im Westen nichts Neues (2022),"I'm truly conflicted: ""All Quiet on The Western Front"" is a surprisingly stark & cold film upon first watch, capturing the futility of war, loss of youth & corruption of innocence with an unsettling lack of emotion throughout.It's something I couldn't help but notice as I tuned in; usually in historical war films (like Sam Mendes' ""1917"" for instance, following events through the eyes of the opposing British side), we're accustomed to typically witnessing soldier's actions depicted as valiant & honourable, with a palpable sense of pride & patriotism embedded throughout - in pieces which are made to catalogue their innumerable brave achievements conducted by every-day folk (who, through no fault of their own, found themselves in the trenches), in spite of insurmountable odds comprehensively stacked against them... But here, there's no dignity in anything that transpires; obstacles aren't admirably overcome, the ensemble don't conduct themselves in a way which is befitting of their station, worthy of respect & none of the characters win any semblance of what could honestly be described as ""glory""... They're just young, impressionable fools - drunk on propaganda - who have mindlessly partaken in the unwarranted military occupation of foreign land, where they are obviously not welcome by the inhabitants. Due to this, there's a void of relatability & moreover, all the team of participants can dream of - once they arrive at the front - or endeavour to guarantee for themselves is survival, not greatness.However, despite this inability to sympathise being an irksome grievance of mine, in the production's defense, I suppose that's actually intentional & rather the whole point (?), since it's meant to tell the story through the perspective of the vanquished, not the conquerors, reflecting how naive recruits (who'd been fatally misled, in conscripting themselves & their families in the first place) were gradually numbed to their feelings by the constant mental & physical anguish inflicted upon them in a continuous onslaught of pointless offensives (instigated by their generals), once reality had firmly bitten & they'd been collectively disabused of this fantasy - but unfortunately, that noticeable detachment from any of the characters featured results in a somewhat muted response (as a viewer) when they're incessantly chewed up & spat out by the gratuitous violence - that's shot in a hauntingly raw, ominous way - they're repeatedly (& needlessly) thrust in to by the callous, cowardly officers, who arrogantly orchestrate the entire miserable situation that needn't last a single day longer.Again, I suppose that only reaffirms the statement the creators are trying to make, wilfully juxtaposing intense sequences of suffering & pain with little sentimentality & ambivalence; the film chronicles how Germany treated (or more accurately, mistreated) its own people, offering up generations of its future citizens on the battlefield as sacrificial lambs, massacred at the altar of a poisonous, nationalistic ideology which had taken root within the governing population; boys - barely men, even some who weren't yet - were essentially reduced to nothing but disposable, unimportant objects, thoughtlessly discarded & simply replaced in a sadistic game & quest for absolute power (no matter the personal cost or price paid in blood) - an incalculable loss which (even by the time the armistice came in to effect) still wasn't enough to satiate the tyrannical desires of the few, controlling the many... And the movie does therefore (to its credit) accurately reflect that exact point in its portrayal of the poor cannon fodder by representing them as exactly that, & additionally lenses the apathy of the superiors (who give the indefensible orders) through a perspective of rightful, scornful contempt.Hence, I can understand the creative intentions (depicting the utter, irredeemable meaninglessness; the wanton, senseless destruction) & the grim inhumanity of it all... Yet after seeing such horrors & heinous cruelties, I guess I felt like I wanted a purpose to everything I'd sat through by the time the credits started rolling - & thought I'd been cheated by the fact that there wasn't one. On the other hand, like I acknowledge earlier, I assume that's not accidental - & rather the understandably cynical, bitter & despondent conclusion the narrative decidedly wants the audience to come to by the time it reaches its unsatisfactory denouement; there is no discernible reason that could ever hope to justify the carnage we observe - the savagery that unfolds is simply slaughter for the sheer sake of it & the trauma experienced by all those affected was utterly preventable, had the invaders put aside their vanity & pride & sought to preserve peace which could've so effortlessly been maintained.Plus, it does also show one massive miscalculation on the side of the victors; forcing the Germans in to reluctant submission & backing them in to signing an agreement with terms they couldn't accept would ultimately entrench resentful animosity that would act as a spark to light the fire of the 2nd World War, only a few decades later etc. Foreshadowing what was to come before anyone could predict the oncoming calamity. Due to this, irrespective of what I think (or more aptly, how little it evoked within me), I must concede that it remains a success, regardless - because the project undoubtedly achieved its goal in a commendably brutal & unflinching manner - & I can't plausibly surmise any alternative which would've resulted in something better.",9/10
Im Westen nichts Neues (2022),"I've just came out of the TIFF presentation of this film. Before going in, I assumed that little could be done with the story and the presentation would be one of cinematic sequences and sound. I wasn't wrong, and boy was I blown away (excuse the terrible pun).After leaving the theatre, I'd say that it was more an experience than a film, one that at time I found difficult to witness. Not for the faint of heart, this isn't a film that'll be easy to forget.Not having read the book but having seen its two predecessors, it's easy to get engulfed in the production and feel like you're seeing this story for the first time.",10/10
Im Westen nichts Neues (2022),"In the excellent 1930s original, war is seldom better summarised than by: 'It's dirty and painful to die for your country, when it comes to dying for your country it's better not to die at all. There are millions out there dying for their countries, and what good does it do?'.It's a statement that applies just as well today, and complimented by this outstanding piece of film making too, which leaves us under no illusions of man's inhumanity to man. The performances are truly incredible, the technical achievement recreating scenes of war outstanding, and the messages as clear as any about the futility of armed combat and the inability of the human race to learn its lessons - even to this day. Not really a film to enjoy, but certainly a film to reflect on how far we haven't come since 1918, especially in a world that often seems so intent on pulling itself apart.",9/10
